X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.1580562211964,39.9514322380152,1374,126511530,,,FREIRE CHARTER SCHOOL,FREIRE CHARTER SCHOOL,1026 MARKET ST,19107,(267) 670-7499,,MIDDLE SCHOOL,5-8,,2,CHARTER
-75.2290849297002,39.9225159098781,1375,,,3810,ONE BRIGHT RAY-ELMWOOD CAMPUS,ONE BRIGHT RAY - ELMWOOD CAMPUS,6404 ELMWOOD AVE,19142,(215) 488-1177,,HIGH SCHOOL,9-12,124,1,CONTRACTED
-75.1380387298821,39.9941802907534,1376,,,8190,ONE BRIGHT RAY-FAIRHILL CAMPUS,ONE BRIGHT RAY - FAIRHILL CAMPUS,2820 N 4TH ST,19133,(215) 423-1776,,HIGH SCHOOL,9-12,262,1,CONTRACTED
-75.10560096025,40.0052800004294,1377,,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON CAMPUS,1142 E ERIE AVE,19124,(215) 744-6000,,HIGH SCHOOL,9-12,261,1,CONTRACTED
-75.1520599505873,40.0308530602314,1378,126515001,3718,6300,"LOGAN, JAMES SCHOOL",JAMES LOGAN SCHOOL,1700 LINDLEY AVE,19141,(215) 400-3670,,ELEMENTARY SCHOOL,K-5,231,1,DISTRICT
-75.1668809426027,40.0553673266236,1379,300513890,,,GREEN TREE SCHOOL,GREEN TREE SCHOOL,1196 E WASHINGTON LN,19138,(215) 866-0200,O,SPECIAL CENTER,UNGRADED,,3,PRIVATE
-75.1655741992282,39.9341151329941,1380,,,3369,CHRISTOPHER COLUMBUS CHARTER SCHOOL (ANNEX),CHRISTOPHER COLUMBUS CHARTER SCHOOL (SOUTH),1242 S 13TH ST,19147,(215) 389-6000,O,MIDDLE SCHOOL,5-8,,2,CHARTER
-75.2324374017805,39.9407043300914,1381,126515001,6533,1350,"LONGSTRETH, WILLIAM C. SCHOOL",WILLIAM C. LONGSTRETH SCHOOL,5700 WILLOWS AVE,19143,(215) 400-7870,,ELEMENTARY/MIDDLE,K-8,278,1,DISTRICT
-75.2121501997638,40.026225347843,1382,326514508,,,CB COMMUNITY SCHOOLS,CB COMMUNITY SCHOOLS,4101 FREELAND AVE,19128,(267) 766-3130,,HIGH SCHOOL,9-12,,3,PRIVATE
-75.1763390971948,39.9715733134433,1383,226517510,,,CITY SCHOOL AT FAIRMOUNT,THE CITY SCHOOL AT FAIRMOUNT,860 N 24TH ST,19130,(215) 769-5363,,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE
-75.1262933297939,40.015476180964,1384,326512995,,,COMMUNITY COUNCIL LEARNING ACADEMY,COMMUNITY COUNCIL LEARNING ACADEMY,4224 N FRONT ST,19140,(215) 845-2670,,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE
-75.1764454724389,40.0336765476524,1385,,,6955,HIGH ROAD SCHOOL OF PHILADELPHIA- GERMANTOWN,HIGH ROAD SCHOOL OF PHILADELPHIA- GERMANTOWN,5612 GREENE ST,19144,(267) 270-4665,O,MIDDLE/HIGH,6-12,,3,PRIVATE
-75.1861853213112,40.0223388092673,1386,226515412,,,WILLIAM PENN CHARTER SCHOOL,WILLIAM PENN CHARTER SCHOOL,3000 W SCHOOL HOUSE LN,19144,(215) 844-3460,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.22238305951,39.9544048857297,1387,226510695,,,BEULAH BAPTIST CHRISTIAN DAY SCHOOL,BEULAH BAPTIST CHRISTIAN DAY SCHOOL,5001 SPRUCE ST,19139,(215) 747-3347,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.0871964258082,40.0153504025372,1388,226511622,,,FRANKFORD FRIENDS SCHOOL,FRANKFORD FRIENDS SCHOOL,1500 ORTHODOX ST,19124,(215) 533-5368,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.1721218692185,40.0426968743007,1389,226512992,,,LOTUS ACADEMY,LOTUS ACADEMY,340 E HAINES ST,19144,(215) 438-7500,O,ELEMENTARY SCHOOL,PREK-4,,3,PRIVATE
-75.1547169995902,40.0494270004526,1390,126512980,7542,3309,IMHOTEP CHARTER SCHOOL,IMHOTEP INSTITUTE CHARTER HIGH SCHOOL,6201 N 21ST ST,19138,(215) 438-4140,,HIGH SCHOOL,9-12,597,2,CHARTER
-75.1690056208506,39.9449388777306,1391,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,INDEPENDENCE CHARTER SCHOOL,1600 LOMBARD ST,19146,(215) 238-8000,,ELEMENTARY/MIDDLE,K-8,803,2,CHARTER
-75.2253025145566,39.9371484739265,1392,126512039,,3442,INDEPENDENCE CHARTER WEST,INDEPENDENCE CHARTER SCHOOL WEST,5600 CHESTER AVE,19143,(215) 724-5600,,ELEMENTARY/MIDDLE,K-8,823,2,CHARTER
-75.2121763121233,39.9749947392129,1393,126513070,,3308,INQUIRY CHARTER SCHOOL,INQUIRY CHARTER SCHOOL,1301 BELMONT AVE,19104,(215) 386-5768,,ELEMENTARY SCHOOL,K-5,271,2,CHARTER
-75.0440367105502,40.027482752961,1394,182514568,7979,3389,KEYSTONE ACADEMY CHARTER,KEYSTONE ACADEMY CHARTER SCHOOL,4521 LONGSHORE AVE,19135,(215) 332-2111,,ELEMENTARY/MIDDLE,K-8,645,2,CHARTER
-75.2212001734954,39.9798733132881,1395,126514864,,3353,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS COLLEGIATE ACADEMY,5070 PARKSIDE AVE,19131,(215) 307-3465,,HIGH SCHOOL,9-12,523,2,CHARTER
-75.2212131085437,39.979591365288,1396,126515492,,3443,KIPP WEST PHILA CHARTER SCHOOL,KIPP WEST PHILADELPHIA ELEMENTARY ACADEMY,5070 PARKSIDE AVE,19131,(267) 787-5700,,ELEMENTARY SCHOOL,K-4,842,2,CHARTER
-75.1617266706616,39.9400238507418,1397,126515001,7904,2620,ACADEMY AT PALUMBO,ACADEMY AT PALUMBO,1100 CATHARINE ST,19147,(215) 400-8130,,HIGH SCHOOL,9-12,1226,1,DISTRICT
-75.1302790687679,39.9724860332449,1398,126515001,7256,5200,"ADAIRE, ALEXANDER SCHOOL",ALEXANDER ADAIRE SCHOOL,1300 E PALMER ST,19125,(215) 400-7480,,ELEMENTARY/MIDDLE,K-8,450,1,DISTRICT
-75.183604961272,39.997182351098,1399,126515001,5292,4440,"ALLEN, DR. ETHEL SCHOOL",DR. ETHEL ALLEN SCHOOL,3200 W LEHIGH AVE,19132,(215) 400-7040,,ELEMENTARY/MIDDLE,K-8,306,1,DISTRICT
-75.0619167225252,40.029845387429,1400,126515001,3758,8200,"ALLEN, ETHAN SCHOOL",ETHAN ALLEN SCHOOL ,6329 BATTERSBY ST,19149,(215) 400-3270,,ELEMENTARY/MIDDLE,K-8,958,1,DISTRICT
-75.0972866361681,39.9853663057512,1401,126515001,6823,5430,AMY 5 AT JAMES MARTIN,ALTERNATIVE MIDDLE YEARS AT JAMES MARTIN ,3380 RICHMOND ST,19134,(215) 400-7190,,MIDDLE SCHOOL,6-8,208,1,DISTRICT
-75.2127867392872,40.0310606321734,1402,126515001,7024,6480,AMY NORTHWEST,ACADEMY FOR THE MIDDLE YEARS AT NORTHWEST,6000 RIDGE AVE,19128,(215) 400-3460,,MIDDLE SCHOOL,6-8,150,1,DISTRICT
-75.2457169998686,39.946726000326,1403,126515001,3804,1460,"ANDERSON, ADD B. SCHOOL",ADD B. ANDERSON SCHOOL,1034 S 60TH ST,19143,(215) 400-7890,,ELEMENTARY/MIDDLE,K-8,331,1,DISTRICT
-75.1758986256176,39.9418644651471,1404,126515001,3805,2480,MARIAN ANDERSON NEIGHBORHOOD ACADEMY,MARIAN ANDERSON NEIGHBORHOOD ACADEMY,2000 CATHARINE ST,19146,(215) 400-7940,,ELEMENTARY/MIDDLE,K-8,339,1,DISTRICT
-75.0813314616159,40.0621902887023,1405,126515001,3762,8230,"CROSSAN, KENNEDY C. SCHOOL",KENNEDY C. CROSSAN SCHOOL,7350 BINGHAM ST,19111,(215) 400-3160,,ELEMENTARY SCHOOL,K-5,327,1,DISTRICT
-75.1680865626186,40.0586302070348,1406,126515001,3706,6200,"DAY, ANNA B. SCHOOL",ANNA B. DAY SCHOOL,6324 CRITTENDEN ST,19138,(215) 400-3520,,ELEMENTARY/MIDDLE,K-8,288,1,DISTRICT
-75.1386274300872,39.9927516402774,1407,126515001,7175,5170,"DEBURGOS, J. ELEMENTARY",JULIA DE BURGOS SCHOOL,401 W LEHIGH AVE,19133,(215) 400-7080,,ELEMENTARY/MIDDLE,K-8,550,1,DISTRICT
-74.9705695658241,40.0957320763664,1408,126515001,4727,8420,"DECATUR, STEPHEN SCHOOL",STEPHEN DECATUR SCHOOL,3500 ACADEMY RD,19154,(215) 400-3050,,ELEMENTARY/MIDDLE,K-8,1029,1,DISTRICT
-75.1737870003521,39.9867299995588,1409,126515001,3786,4270,"DICK, WILLIAM SCHOOL",WILLIAM DICK SCHOOL,2498 W DIAMOND ST,19121,(215) 400-7340,,ELEMENTARY/MIDDLE,K-8,343,1,DISTRICT
-75.0467403313706,40.0283386186039,1410,126515001,3763,8240,"DISSTON, HAMILTON SCHOOL",HAMILTON DISSTON SCHOOL,6801 COTTAGE ST,19135,(215) 400-3350,,ELEMENTARY/MIDDLE,K-8,740,1,DISTRICT
-75.1668959217613,39.9951425235826,1411,126515001,3841,4060,"DOBBINS, MURRELL HIGH SCHOOL",MURRELL DOBBINS CAREER AND TECHNICAL HIGH SCHOOL,2150 W LEHIGH AVE,19132,(215) 400-7050,,HIGH SCHOOL,9-12,582,1,DISTRICT
-75.2305457201817,40.0314162762326,1412,126515001,3726,6450,"DOBSON, JAMES SCHOOL",JAMES DOBSON SCHOOL,4667 UMBRIA ST,19127,(215) 400-3570,,ELEMENTARY/MIDDLE,K-8,229,1,DISTRICT
-75.1589535680948,39.9853056434017,1413,126515001,5040,4460,"DUCKREY, TANNER SCHOOL",TANNER G. DUCKREY SCHOOL,1501 W DIAMOND ST,19121,(215) 400-7350,,ELEMENTARY/MIDDLE,K-8,419,1,DISTRICT
-75.1541780919364,39.9792000131763,1414,126515001,3687,5250,"DUNBAR, PAUL L. SCHOOL",PAUL L. DUNBAR SCHOOL,1750 N 12TH ST,19122,(215) 400-7410,,ELEMENTARY/MIDDLE,K-8,224,1,DISTRICT
-75.1294424968469,40.0118545100119,1415,126515001,3849,5020,"EDISON, THOMAS A. HIGH SCHOOL",THOMAS A. EDISON HIGH SCHOOL,151 W LUZERNE ST,19140,(215) 400-3900,,HIGH SCHOOL,9-12,1020,1,DISTRICT
-75.1709998691682,40.0729612572331,1416,126515001,3708,6210,"EDMONDS, FRANKLIN S. SCHOOL",FRANKLIN S. EDMONDS SCHOOL,8025 THOURON AVE,19150,(215) 400-3370,,ELEMENTARY/MIDDLE,K-8,363,1,DISTRICT
-75.1209123807794,39.9969928615849,1417,126515001,3688,5260,"ELKIN, LEWIS SCHOOL",LEWIS ELKIN SCHOOL,3199 D ST,19134,(215) 400-7140,,ELEMENTARY SCHOOL,K-4,456,1,DISTRICT
-75.1385380940791,40.0550249498537,1418,126515001,3738,7260,ELLWOOD SCHOOL,ELLWOOD SCHOOL,6701 N 13TH ST,19126,(215) 400-3540,,ELEMENTARY SCHOOL,K-5,263,1,DISTRICT
-75.1781402975544,40.0541028792764,1419,126515001,3709,6220,"EMLEN, ELEANOR C. SCHOOL",ELEANOR C. EMLEN SCHOOL,6501 CHEW AVE,19119,(215) 400-3470,,ELEMENTARY SCHOOL,K-5,267,1,DISTRICT
-75.1612778907416,39.9834180895182,1420,126515001,7023,4030,ENGINEERING & SCIENCE HIGH,HIGH SCHOOL OF ENGINEERING AND SCIENCE,1600 W NORRIS ST,19121,(215) 400-7380,,MIDDLE/HIGH,7-12,851,1,DISTRICT
-75.0523379839886,40.0664861382927,1421,126515001,7235,8380,"FARRELL, LOUIS H. SCHOOL",LOUIS H. FARRELL SCHOOL,8300 CASTOR AVE,19152,(215) 400-3230,,ELEMENTARY/MIDDLE,K-8,1189,1,DISTRICT
-75.1631073586769,39.9154511155284,1422,126515001,7226,2190,"FELL, D. NEWLIN SCHOOL",D. NEWLIN FELL SCHOOL,900 W OREGON AVE,19148,(215) 400-8260,,ELEMENTARY/MIDDLE,K-8,530,1,DISTRICT
-75.0924110678754,40.0362212632326,1423,126515001,3816,7120,"FELS, SAMUEL HIGH SCHOOL",SAMUEL FELS HIGH SCHOOL,5500 LANGDON ST,19124,(215) 400-7100,,HIGH SCHOOL,9-12,1259,1,DISTRICT
-75.1216704087118,40.0193361685736,1424,126515001,7368,7500,FELTONVILLE ARTS & SCIENCES,FELTONVILLE SCHOOL OF ARTS AND SCIENCES,210 E COURTLAND ST,19120,(215) 400-3810,,MIDDLE SCHOOL,6-8,542,1,DISTRICT
-75.1210256402893,40.0203400203249,1425,126515001,3751,7310,FELTONVILLE INTERMEDIATE,FELTONVILLE INTERMEDIATE SCHOOL,238 E WYOMING AVE,19120,(215) 400-3730,,ELEMENTARY SCHOOL,3-5,517,1,DISTRICT
-75.1191760006802,40.0436080000095,1426,126515001,3739,7270,"FINLETTER, THOMAS K. SCHOOL",THOMAS K. FINLETTER SCHOOL,6100 N FRONT ST,19120,(215) 400-3750,,ELEMENTARY/MIDDLE,K-8,607,1,DISTRICT
-75.1663373296687,40.026100520364,1427,126515001,6913,6230,FITLER ACADEMICS PLUS,FITLER ACADEMICS PLUS SCHOOL,140 W SEYMOUR ST,19144,(215) 400-3610,,ELEMENTARY/MIDDLE,K-8,159,1,DISTRICT
-74.9765290003166,40.0803060002588,1428,126515001,3731,8390,"FITZPATRICK, A. L. SCHOOL",A.L. FITZPATRICK SCHOOL,11061 KNIGHTS RD,19154,(215) 400-3060,,ELEMENTARY/MIDDLE,K-8,844,1,DISTRICT
-75.1610477587507,39.9275783985809,1429,226519042,,,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,913 PIERCE ST,19148,(215) 468-0353,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.1768661232362,39.9665718175349,1430,226517652,,,ST FRANCIS XAVIER SCHOOL,ST FRANCIS XAVIER SCHOOL,641-51 N 24TH ST,19130,(215) 763-6564,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.1619641975709,39.9582995394822,1431,226515602,,,ROMAN CATHOLIC HIGH SCHOOL,ROMAN CATHOLIC HIGH SCHOOL,301 N BROAD ST,19107,(215) 627-1270,O,HIGH SCHOOL,9-12,,3,ARCHDIOCESE
-75.1552085830998,39.9575319697436,1432,226512352,,,HOLY REDEEMER SCHOOL,HOLY REDEEMER CHINESE CATHOLIC SCHOOL,903-27 VINE ST,19107,(215) 922-0999,O,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE
-75.1447160851647,40.0135207186327,1433,226512952,,,LITTLE FLOWER CATHOLIC SCHOOL,LITTLE FLOWER CATHOLIC SCHOOL,1000 W LYCOMING ST,19140,(215) 455-6900,O,HIGH SCHOOL,9-12,,3,ARCHDIOCESE
-75.0306984440249,40.0558592241236,1434,226510502,,,SAINT LUCY SCHOOL FOR THE VISUALLY IMPAIRED,SAINT LUCY SCHOOL FOR THE VISUALLY IMPAIRED,3031 STAMFORD ST,19136,(215) 333-2496,O,ELEMENTARY/MIDDLE,K-8,,3,ARCHDIOCESE
-75.138975382081,40.0049121200134,1435,226519442,,,ST VERONICA SCHOOL,ST VERONICA SCHOOL,3501-25 N 6TH ST,19140,(215) 225-1575,O,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE
-75.0933487825484,39.9885891059156,1436,226517752,,,ST GEORGE SCHOOL,ST GEORGE SCHOOL,2700 E VENANGO ST,19134,(215) 634-8803,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.147287139462,39.9677219358619,1437,226511132,,,THE CITY SCHOOL,THE CITY SCHOOL,910 N 6TH ST,19123,(215) 731-1930,O,MIDDLE/HIGH,6-12,,3,PRIVATE
-74.9740810656763,40.0826490029494,1438,126515001,8039,8040,ARTS ACADEMY AT BENJAMIN RUSH,ARTS ACADEMY AT BENJAMIN RUSH,11081 KNIGHTS RD,19154,(215) 400-3030,,HIGH SCHOOL,9-12,600,1,DISTRICT
-75.1721467375302,40.0325065224159,1439,226511702,,,GERMANTOWN FRIENDS SCHOOL,GERMANTOWN FRIENDS SCHOOL,31 W COULTER ST,19144,(215) 951-2300,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.1745779688884,40.0332560244769,1440,226511952,,,GREENE STREET FRIENDS SCHOOL,GREENE STREET FRIENDS SCHOOL,5511 GREENE ST,19144,(215) 438-7000,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.183579153851,40.0339285391087,1441,300517255,,,WALDORF SCHOOL OF PHILADELPHIA,WALDORF SCHOOL OF PHILADELPHIA,6000 WAYNE AVE,19144,(215) 248-1662,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.1859343048529,40.0533501717855,1442,226510019,,,JESUS IS THE WAY CHRISTIAN ACADEMY,JESUS IS THE WAY CHRISTIAN ACADEMY,6753 GERMANTOWN AVE,19119,(267) 970-9779,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
-75.1506334659442,39.9473811969057,1443,326510174,,,"CHESTERBROOK ACADEMY
",CHESTERBROOK ACADEMY,510 WALNUT ST,19106,(215) 709-9354,O,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE
-75.1589960665817,40.0026754849042,1444,226510080,,,CRISTO REY PHILADELPHIA HIGH SCHOOL,CRISTO REY PHILADELPHIA HIGH SCHOOL,1717 W ALLEGHENY AVE,19132,(215) 219-3943,O,HIGH SCHOOL,9-12,,3,PRIVATE
-75.1153821818659,40.0273028798283,1445,226510081,,,OLNEY CHRISTIAN SCHOOL,OLNEY CHRISTIAN SCHOOL,425 E ROOSEVELT BLVD,19120,(215) 324-2323,O,ELEMENTARY SCHOOL,K-8,,3,PRIVATE
-75.1676118092506,39.9225741023207,1446,226511502,,,OUR LADY OF HOPE REGIONAL CATHOLIC SCHOOL,OUR LADY OF HOPE,1248 JACKSON ST,19148,(215) 467-5385,O,ELEMENTARY/MIDDLE,PREK-8,,3,ARCHDIOCESE
-75.1821283304069,39.9100570090987,1447,226510086,,,PHILADELPHIA CLASSICAL SCHOOL,PHILADELPHIA CLASSICAL SCHOOL,3301 S 20TH ST,19145,(267) 990-2698,O,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE
-75.218436905368,39.9443810635495,1448,226510071,,,PHILADELPHIA FREE SCHOOL,PHILADELPHIA FREE SCHOOL,4950 SPRINGFIELD AVE,19143,(215) 218-9586,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.1742733665602,40.0320210889528,1449,300517000,,,PENNSYLVANIA SCHOOL FOR THE DEAF,PENNSYLVANIA SCHOOL FOR THE DEAF,100-52 W SCHOOL HOUSE LA,19144,(215) 951-4700,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.2502436025245,39.9828301320367,1450,300516590,,,OVERBROOK SCHOOL FOR BLIND,OVERBROOK SCHOOL FOR BLIND,6333 MALVERN AVE,19151,(215) 877-0313,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
-75.1717305669048,39.9738716095096,1451,226511852,,,GIRARD COLLEGE,GIRARD COLLEGE,2101 S COLLEGE AVE,19121,(215) 787-2600,O,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE
-75.2067540066754,39.95003120483,1452,226515832,,,THE CITY SCHOOL AT SPRUCE HILL,THE CITY SCHOOL AT SPRUCE HILL,4115 BALTIMORE AVE,19104,(215) 382-7839,O,ELEMENTARY SCHOOL,K-5,,3,PRIVATE
-75.0351651752428,40.0333526565898,1453,326510170,,,BRIDGE WAY SCHOOL,BRIDGE WAY SCHOOL,7360 JACKSON ST,19136,(267) 437-2194,O,UNGRADED,9-12,,3,PRIVATE
-75.2149610017304,39.9978459624687,1454,300515921,,,METHODIST SERVICES FOR CHILDREN AND FAMILIES,METHODIST SERVICES FOR CHILDREN AND FAMILIES,4300 MONUMENT RD,19131,(215) 877-1925,O,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE
-75.1740771312509,39.9700252874485,1455,126515001,3618,2210,BACHE-MARTIN SCHOOL,BACHE-MARTIN SCHOOL,2201 BROWN ST,19130,(215) 400-7550,,ELEMENTARY/MIDDLE,K-8,581,1,DISTRICT
-75.0526308449662,40.0920060281079,1456,126515001,6824,8160,BALDI MIDDLE SCHOOL,BALDI SCHOOL,8801 VERREE RD,19115,(215) 400-3090,,MIDDLE SCHOOL,6-8,1509,1,DISTRICT
-75.2386037605873,39.9643749397617,1457,126515001,8029,1200,"BARRY, JOHN ELEMENTARY SCHOOL",JOHN BARRY SCHOOL,5900 RACE ST,19139,(215) 400-7640,,ELEMENTARY/MIDDLE,K-8,446,1,DISTRICT
-75.1195495940986,40.020373609694,1458,126515001,3732,7200,BARTON SCHOOL,CLARA BARTON SCHOOL,4600 ROSEHILL ST,19120,(215) 400-3720,,ELEMENTARY SCHOOL,K-2,490,1,DISTRICT
-75.2338615779729,39.9216831254994,1459,126515001,3847,1010,"BARTRAM, JOHN HIGH SCHOOL",JOHN BARTRAM HIGH SCHOOL,2401 S 67TH ST,19142,(215) 400-8100,,HIGH SCHOOL,9-12,589,1,DISTRICT
-75.1527722544854,39.9339414927683,1460,126515001,3659,2720,VARE-WASHINGTON ELEMENTARY,VARE-WASHINGTON SCHOOL,1198 S 5TH ST,19147,(215) 400-8120,,ELEMENTARY/MIDDLE,K-8,343,1,DISTRICT
-75.1741859996767,39.9763249996727,1461,126515001,,5180,VAUX HIGH SCHOOL,VAUX HIGH SCHOOL: A BIG PICTURE,2300 W MASTER ST,19121,(267) 507-9690,,HIGH SCHOOL,9-12,287,1,DISTRICT
-75.1606747693304,39.9681014097758,1462,126510004,7685,3335,PEOPLE FOR PEOPLE,PEOPLE FOR PEOPLE CHARTER SCHOOL,800 N BROAD ST,19130,(215) 763-7060,,ELEMENTARY/MIDDLE/HIGH,K-12,547,2,CHARTER
-75.2157262402775,39.9613656502929,1463,,,2530,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER SCHOOL,91 N 48TH ST,19139,(215) 683-3495,,ELEMENTARY/MIDDLE/HIGH,K-12,184,1,DISTRICT
-75.1262885746348,40.0150452861232,1464,126515001,,8470,PHILADELPHIA LEARNING ACADEMY-NORTH,PHILADELPHIA LEARNING ACADEMY NORTH,4224 N FRONT ST,19140,(215) 400-9050,,MIDDLE/HIGH,8-12,74,1,DISTRICT
-75.2104489222594,39.9694577494363,1465,126515001,8121,8460,PHILADELPHIA LEARNING ACADEMY-WEST,PHILADELPHIA LEARNING ACADEMY WEST,4300 WESTMINSTER AVE,19104,(215) 400-9080,,HIGH SCHOOL,9-12,101,1,DISTRICT
-75.06666516407,40.0002731480946,1466,126515001,3745,7470,BRIDESBURG SCHOOL,BRIDESBURG SCHOOL,2824 JENKS ST,19137,(215) 400-7240,,ELEMENTARY/MIDDLE,K-8,525,1,DISTRICT
-75.1273528886016,39.9866007655954,1467,126515001,3684,5210,"BROWN, HENRY A. SCHOOL",HENRY A. BROWN SCHOOL,1946 E SERGEANT ST,19125,(215) 400-7490,,ELEMENTARY/MIDDLE,K-8,334,1,DISTRICT
-75.0246252015964,40.0434625873175,1468,126515001,6529,8210,"BROWN, JOSEPH H. SCHOOL",JOSEPH H. BROWN SCHOOL,3600 STANWOOD ST,19136,(215) 400-3320,,ELEMENTARY/MIDDLE,K-8,442,1,DISTRICT
-75.2435629997548,39.9527911813642,1469,126515001,3601,1230,"BRYANT, WILLIAM C. SCHOOL",WILLIAM C. BRYANT SCHOOL,6001 CEDAR AVE,19143,(215) 400-7910,,ELEMENTARY/MIDDLE,K-8,301,1,DISTRICT
-75.1524810003661,40.0536310003,1470,126515001,8332,5610,BUILDING 21,BUILDING 21,6501 LIMEKILN PIKE,19138,(215) 400-7450,,HIGH SCHOOL,9-12,371,1,DISTRICT
-75.0841420000545,40.0389569998864,1471,126515001,7230,7220,"CARNELL, LAURA H. SCHOOL",LAURA H. CARNELL SCHOOL,1100 DEVEREAUX AVE,19111,(215) 400-3150,,ELEMENTARY SCHOOL,K-5,645,1,DISTRICT
-75.2507673243203,39.9752057642657,1472,126515001,3664,4240,"CASSIDY,LEWIS C ACADEMICS PLUS",LEWIS C. CASSIDY ACADEMICS PLUS SCHOOL,6523 LANSDOWNE AVE,19151,(215) 400-7510,,ELEMENTARY/MIDDLE,K-8,306,1,DISTRICT
