X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.1807087298016,40.0321362513943,1572,151514721,7961,3393,MASTERY CHARTER @ PICKETT,MASTERY CHARTER SCHOOL AT PICKETT,5700 WAYNE AVE,19144,(215) 866-9000,,MIDDLE/HIGH,6-12,923,2,CHARTER
-75.1946950301183,39.9579153255438,1573,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",SAMUEL POWEL SCHOOL,3610 WARREN ST,19104,(215) 400-7740,,ELEMENTARY SCHOOL,K-4,326,1,DISTRICT
-75.1495605206067,40.0477074202454,1574,126515001,6765,7490,PRINCE HALL SCHOOL,PRINCE HALL SCHOOL,6101 N GRATZ ST,19141,(215) 400-3690,,ELEMENTARY SCHOOL,K-5,328,1,DISTRICT
-75.1793048893351,40.0088544929054,1575,126515001,7813,6090,RANDOLPH TECHNICAL HIGH SCHOOL,A. PHILIP RANDOLPH CAREER AND TECHNICAL HIGH SCHOOL,3101 HENRY AVE,19129,(215) 400-3840,,HIGH SCHOOL,9-12,440,1,DISTRICT
-75.0580916436749,40.0587010848987,1576,126515001,3771,8360,RHAWNHURST SCHOOL,RHAWNHURST SCHOOL,7809 CASTOR AVE,19152,(215) 400-3220,,ELEMENTARY SCHOOL,K-5,603,1,DISTRICT
-75.1120827629408,39.9924470150844,1577,126515001,3842,5060,"MASTBAUM, JULES E. HIGH SCHOOL",JULES E. MASTBAUM AREA VOCATIONAL TECHNICAL HIGH SCHOOL,3116 FRANKFORD AVE,19134,(215) 400-7220,,HIGH SCHOOL,9-12,651,1,DISTRICT
-75.165732782732,39.9634508998865,1578,126515001,3808,2140,"MASTERMAN,JULIA R. HIGH SCHOOL",JULIA R. MASTERMAN SCHOOL,1699 SPRING GARDEN ST,19130,(215) 400-7580,,MIDDLE/HIGH,5-12,1182,1,DISTRICT
-75.0519203814907,40.0393418782801,1579,126515001,3769,8300,MAYFAIR SCHOOL,MAYFAIR SCHOOL,3001 PRINCETON AVE,19149,(215) 400-3280,,ELEMENTARY/MIDDLE,K-8,1766,1,DISTRICT
-75.152366532041,39.9445981325468,1580,126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",GENERAL GEORGE A. MCCALL SCHOOL,325 S 7TH ST,19106,(215) 400-7840,,ELEMENTARY/MIDDLE,K-8,628,1,DISTRICT
-75.1375739994297,40.0151779995059,1581,126515001,6534,7380,"MC CLURE, ALEXANDER K. SCHOOL",ALEXANDER K. MCCLURE SCHOOL,600 W HUNTING PARK AVE,19140,(215) 400-3870,,ELEMENTARY SCHOOL,K-5,411,1,DISTRICT
-75.1947652507936,39.9665496328013,1582,126515001,3611,1360,"MC MICHAEL, MORTON SCHOOL",MORTON MCMICHAEL SCHOOL,3543 FAIRMOUNT AVE,19104,(215) 400-7750,,ELEMENTARY/MIDDLE,K-8,270,1,DISTRICT
-75.1747000232622,40.0814117201095,1583,126515001,3719,6310,"MCCLOSKEY, JOHN F. SCHOOL",JOHN F. MCCLOSKEY SCHOOL,8500 PICKERING ST,19150,(215) 400-3380,,ELEMENTARY/MIDDLE,K-8,231,1,DISTRICT
-75.2105796338327,39.9694921357831,1584,,,3040,EXCEL MIDDLE YEARS ACADEMY,EXCEL MIDDLE YEARS ACADEMY,4300 WESTMINSTER AVE,19104,(215) 436-0307,,MIDDLE SCHOOL,6-8,30,1,CONTRACTED
-75.0824061901107,40.0071999096149,1585,100510000,7744,3364,FIRST PHILADELPHIA CHARTER,FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,4300 TACONY ST,19124,(215) 743-3100,,ELEMENTARY/MIDDLE/HIGH,K-12,1886,2,CHARTER
-75.1561225600225,39.9589836872666,1586,126510021,7857,3384,FOLK ARTS CULTURAL TREASURES,FOLK ARTS-CULTURAL TREASURES CHARTER SCHOOL,1023 CALLOWHILL ST,19123,(215) 569-2600,,ELEMENTARY/MIDDLE,K-8,503,2,CHARTER
-75.1616083349064,39.9634007190651,1587,126515001,,3210,FRANKLIN HIGH SCHOOL EOP,BEN FRANKLIN HIGH SCHOOL EOP,550 N BROAD ST,19130,(215) 400-7600,,HIGH SCHOOL,9-12,176,1,DISTRICT
-75.2358135510795,39.9488172192121,1588,126516457,8153,3407,MASTERY CHARTER @ HARRITY,MASTERY CHARTER SCHOOL AT HARRITY,5601 CHRISTIAN ST,19143,(215) 471-2908,,ELEMENTARY/MIDDLE,K-8,740,2,CHARTER
-75.1452324369907,40.0014171901423,1589,126513110,7565,3310,LAB SCH OF COMMUNICAT'N & LANG,LABORATORY CHARTER SCHOOL OF COMMUNICATION AND LANGUAGES,926 W SEDGLEY AVE,19140,(215) 574-1680,,ELEMENTARY SCHOOL,K-5,450,2,CHARTER
-75.1189300524152,39.9816688106088,1590,,,3240,LIGUORI ACADEMY-FORTIS,THE FORTIS PROGRAM,2343 E TUCKER ST ,19125,(267) 571-1952,,HIGH SCHOOL,9-12,86,1,CONTRACTED
-75.1384436842674,40.0294118406759,1591,126519476,8206,3419,LINDLEY ACADEMY CHARTER @ BIRNEY,LINDLEY ACADEMY CHARTER @ BIRNEY,900 LINDLEY AVE,19141,(215) 456-3000,,ELEMENTARY/MIDDLE,K-8,748,2,CHARTER
-75.0938987512347,40.0056306308975,1592,126513480,7672,3332,MARIANA BRACETTI ACADEMY,MARIANA BRACETTI ACADEMY CHARTER SCHOOL,1840 TORRESDALE AVE,19124,(215) 291-4436,,ELEMENTARY/MIDDLE/HIGH,K-12,1518,2,CHARTER
-75.1359611916528,39.9944960643483,1593,173515368,7985,3394,PAN AMERICAN ACADEMY CHARTER,PAN AMERICAN ACADEMY CHARTER SCHOOL,2830 N AMERICAN ST,19133,(215) 425-1212,,ELEMENTARY/MIDDLE,K-8,762,2,CHARTER
-75.0202684785261,40.0309322857549,1594,,,8540,PENNYPACK HOUSE SCHOOL,PENNYPACK HOUSE SCHOOL,7901 STATE RD,19136,(215) 685-7752,,HIGH SCHOOL,9-12,77,1,DISTRICT
-75.0576232526914,40.095733370403,1595,126515001,4726,8430,"GREENBERG, JOSEPH SCHOOL",JOSEPH GREENBERG SCHOOL,600 SHARON LN,19115,(215) 400-3080,,ELEMENTARY/MIDDLE,K-8,925,1,DISTRICT
-75.1773920597576,39.9522723404091,1596,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",ALBERT M. GREENFIELD SCHOOL,2200 CHESTNUT ST,19103,(215) 400-7810,,ELEMENTARY/MIDDLE,K-8,742,1,DISTRICT
-75.1268052651981,39.9811400508718,1597,126515001,5120,5300,"HACKETT, HORATIO B. SCHOOL",HORATIO B. HACKETT SCHOOL,2161 E YORK ST,19125,(215) 400-7470,,ELEMENTARY SCHOOL,K-5,366,1,DISTRICT
-75.2355430002609,39.9554380004194,1598,126515001,5185,1290,"HAMILTON, ANDREW SCHOOL",ANDREW HAMILTON SCHOOL,5640 SPRUCE ST,19139,(215) 400-7650,,ELEMENTARY/MIDDLE,K-8,348,1,DISTRICT
-74.9891928924951,40.0673722988134,1599,126515001,5041,8770,HANCOCK DEMONSTRATION SCHOOL,JOHN HANCOCK DEMONSTRATION SCHOOL,3700 MORRELL AVE,19114,(215) 400-3120,,ELEMENTARY/MIDDLE,K-5,895,1,DISTRICT
-75.0745608096168,40.0129169394876,1600,126515001,7242,7110,"HARDING, WARREN G. MIDDLE SCHOOL",WARREN G. HARDING SCHOOL,2000 WAKELING ST,19124,(215) 400-3990,,MIDDLE SCHOOL,6-8,570,1,DISTRICT
-75.2305950800223,39.9473651699919,1601,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",AVERY D. HARRINGTON SCHOOL,5300 BALTIMORE AVE,19143,(215) 400-7920,,ELEMENTARY/MIDDLE,K-8,272,1,DISTRICT
-75.1449778336078,39.9892456400739,1602,126515001,5125,5320,"HARTRANFT, JOHN F. SCHOOL",JOHN F. HARTRANFT SCHOOL,720 W CUMBERLAND ST,19133,(215) 400-7090,,ELEMENTARY/MIDDLE,K-8,310,1,DISTRICT
-75.1965877592889,40.0462577099047,1603,126515001,3712,6250,"HENRY, CHARLES W. SCHOOL",CHARLES W. HENRY SCHOOL,601 CARPENTER LN,19119,(215) 400-3480,,ELEMENTARY/MIDDLE,K-8,518,1,DISTRICT
-75.22972700037,39.9778519995755,1604,126515001,5187,4300,"HESTON, EDWARD SCHOOL",EDWARD HESTON SCHOOL,1621 N 54TH ST,19131,(215) 400-7290,,ELEMENTARY/MIDDLE,K-8,215,1,DISTRICT
-75.2664972086715,39.9755813035415,1605,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",ROBERT E. LAMBERTON SCHOOL,7501 WOODBINE AVE,19151,(215) 400-7530,,ELEMENTARY/MIDDLE,K-8,327,1,DISTRICT
-75.2527465374053,40.0623079436667,1606,126515001,7811,6540,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LN,19128,(215) 400-3420,,HIGH SCHOOL,9-12,228,1,DISTRICT
-75.0589760002628,40.0206480001596,1607,126515001,3744,7330,"LAWTON, HENRY W. SCHOOL",HENRY W. LAWTON SCHOOL,6101 JACKSON ST,19135,(215) 400-3340,,ELEMENTARY SCHOOL,K-5,541,1,DISTRICT
-75.2163470005439,39.9545149995956,1608,126515001,6530,1340,"LEA, HENRY C.",HENRY C. LEA SCHOOL,4700 LOCUST ST,19139,(215) 400-7660,,ELEMENTARY/MIDDLE,K-8,474,1,DISTRICT
-75.0425259084579,40.0440889970966,1609,126515001,3845,8010,"LINCOLN, ABRAHAM HIGH SCHOOL",ABRAHAM LINCOLN HIGH SCHOOL,3201 RYAN AVE,19136,(215) 400-3300,,HIGH SCHOOL,9-12,2439,1,DISTRICT
-75.1897046083757,40.0373014689248,1610,126515001,3717,6440,"LINGELBACH, ANNA L. SCHOOL",ANNA L. LINGELBACH SCHOOL,6340 WAYNE AVE,19144,(215) 400-3630,,ELEMENTARY/MIDDLE,K-8,364,1,DISTRICT
-75.2124358341207,39.9621847968885,1611,126515001,4732,1470,"LOCKE, ALAIN SCHOOL",ALAIN LOCKE SCHOOL,4550 HAVERFORD AVE,19139,(215) 400-7670,,ELEMENTARY/MIDDLE,K-8,264,1,DISTRICT
-75.0236378955366,40.1140088382696,1612,126515001,4961,8440,"LOESCHE, WILLIAM H. SCHOOL",WILLIAM H. LOESCHE SCHOOL,595 TOMLINSON RD,19116,(215) 400-3020,,ELEMENTARY SCHOOL,K-5,1224,1,DISTRICT
-75.0708026216273,40.0558477758173,1613,126515001,3855,8020,NORTHEAST HIGH SCHOOL,NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE,19111,(215) 400-3200,,HIGH SCHOOL,9-12,3467,1,DISTRICT
-75.1208726339683,40.0311012601713,1614,126515001,3750,7400,OLNEY ELEMENTARY SCHOOL,OLNEY SCHOOL,5301 N WATER ST,19120,(215) 400-3790,,ELEMENTARY/MIDDLE,K-8,656,1,DISTRICT
-75.254482769187,39.9741295737773,1615,126515001,6960,4480,OVERBROOK EDUCATIONAL CENTER,OVERBROOK EDUCATIONAL CENTER,6722 LANSDOWNE AVE,19151,(215) 400-7540,,ELEMENTARY/MIDDLE,K-8,260,1,DISTRICT
-75.2200629999175,39.967339000173,1616,126515001,3614,1410,"RHOADS, JAMES SCHOOL",JAMES RHOADS SCHOOL,4901 PARRISH ST,19139,(215) 400-7680,,ELEMENTARY/MIDDLE,K-8,419,1,DISTRICT
-75.1781297895294,40.0027559402936,1617,126515001,6522,4350,RHODES ELEMENTARY SCHOOL,E. WASHINGTON RHODES SCHOOL,2900 W CLEARFIELD ST,19132,(215) 400-7060,,ELEMENTARY/MIDDLE,K-8,355,1,DISTRICT
-75.1104909993929,39.9834960003057,1618,126515001,3701,5400,RICHMOND SCHOOL,RICHMOND SCHOOL,2944 BELGRADE ST,19134,(215) 400-7150,,ELEMENTARY SCHOOL,K-5,352,1,DISTRICT
-75.2055368826742,39.956971917992,1619,126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,4125 LUDLOW ST,19104,(215) 400-7780,,HIGH SCHOOL,9-12,266,1,DISTRICT
-75.175057050507,40.0482382288608,1620,126515001,3824,6360,ROOSEVELT ELEMENTARY SCHOOL,THEODORE ROOSEVELT SCHOOL,430 E WASHINGTON LN,19144,(215) 400-3640,,ELEMENTARY/MIDDLE,K-8,402,1,DISTRICT
-75.1485660747121,40.0587498173738,1621,126515001,3724,7530,"ROWEN, WILLIAM SCHOOL",WILLIAM ROWEN SCHOOL,6841 N 19TH ST,19126,(215) 400-3550,,ELEMENTARY SCHOOL,K-5,294,1,DISTRICT
-75.2228210518555,40.0376206486884,1622,126515001,3844,6030,ROXBOROUGH HIGH SCHOOL,ROXBOROUGH HIGH SCHOOL,6498 RIDGE AVE,19128,(215) 400-3400,,HIGH SCHOOL,9-12,613,1,DISTRICT
-75.2215169826907,40.0493725691184,1623,126515001,3861,6040,"SAUL, WALTER B. HIGH SCHOOL",WALTER B. SAUL HIGH SCHOOL,7100 HENRY AVE,19128,(215) 400-3450,,HIGH SCHOOL,9-12,416,1,DISTRICT
-75.1715085546065,39.917825753986,1624,126513400,7647,3336,PHILADELPHIA PERFORMING ARTS-BROAD ST,PHILADELPHIA PERFORMING ARTS: A STRING THEORY CHARTER SCHOOL,2600 S BROAD ST,19145,(215) 551-4000,,ELEMENTARY SCHOOL,2-5,2610,2,CHARTER
-75.0097862121799,40.1037042452735,1625,126513280,7587,3322,PHILADELPHIA ACADEMY,PHILADELPHIA ACADEMY CHARTER SCHOOL,11000 ROOSEVELT BLVD,19116,(215) 676-8320,,ELEMENTARY/MIDDLE/HIGH,K-8,1155,2,CHARTER
-75.0865964137304,40.0248040558452,1626,126515691,,3422,PHILADELPHIA CHARTER FOR ARTS,THE PHILADELPHIA CHARTER SCHOOL FOR ARTS AND SCIENCES,1197 HAWORTH ST,19124,(215) 537-2520,,ELEMENTARY/MIDDLE,K-8,906,2,CHARTER
-75.168219178783,39.9565048809966,1627,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,1709 BENJAMIN FRANKLIN PKWY,19103,(267) 514-1823,,HIGH SCHOOL,9-12,643,2,CHARTER
-75.2451532706774,39.9165643695892,1628,126510016,7828,3378,PHILADELPHIA MONTESSORI,PHILADELPHIA MONTESSORI CHARTER SCHOOL,2227 ISLAND AVE,19142,(215) 365-4011,,ELEMENTARY SCHOOL,K-6,228,2,CHARTER
-75.1540758838351,39.9944187396555,1629,,,8450,YES PHILLY,YES PHILLY,2709 N BROAD ST,19132,(215) 769-0340,,HIGH SCHOOL,9-12,121,1,CONTRACTED
-75.1481782936474,39.9676992367932,1630,126513250,7584,3329,YOUNG SCHOLARS CHARTER SCHOOL,YOUNG SCHOLARS CHARTER SCHOOL,900 N MARSHALL ST,19123,(215) 232-9727,,MIDDLE SCHOOL,6-8,268,2,CHARTER
-75.1554355759027,39.9882536461566,1631,126512870,7513,3304,YOUTHBUILD PHILADELPHIA CHARTER,YOUTHBUILD PHILADELPHIA CHARTER SCHOOL,2309 N BROAD ST,19123,(215) 627-8671,,HIGH SCHOOL,12,274,2,CHARTER
-75.1465980005368,40.0367059998385,1632,126515001,3728,6400,WIDENER MEMORIAL SCHOOL,WIDENER MEMORIAL SCHOOL,1450 W OLNEY AVE,19141,(215) 400-3710,,ELEMENTARY/MIDDLE/HIGH,K-12,143,1,DISTRICT
-75.1162218020759,39.993351470515,1633,126515001,6544,5440,"WILLARD, FRANCES E. SCHOOL",FRANCES E. WILLARD SCHOOL,1930 E ELKHART ST,19134,(215) 400-7180,,ELEMENTARY SCHOOL,K-4,378,1,DISTRICT
-75.0690859994939,40.052367000051,1634,126515001,7253,8120,CASTOR GARDENS MIDDLE SCHOOL,CASTOR GARDENS MIDDLE SCHOOL,1800 COTTMAN AVE,19111,(215) 400-3190,,MIDDLE SCHOOL,6-8,1318,1,DISTRICT
-75.1774965226624,39.9902712210442,1635,126515001,,4470,"WRIGHT, RICHARD R. SCHOOL",RICHARD R. WRIGHT SCHOOL,2201 N 28TH ST,19132,(215) 400-7030,,ELEMENTARY SCHOOL,K-5,215,1,DISTRICT
-75.0753711743273,40.030112192689,1636,126515001,7233,7460,"ZIEGLER, WILLIAM H. SCHOOL",WILLIAM H. ZIEGLER SCHOOL,5935 SAUL ST,19149,(215) 400-3260,,ELEMENTARY/MIDDLE,K-8,522,1,DISTRICT
-75.102927613713,40.0263592872659,1637,,,3290,EXCEL ACADEMY SOUTH,EXCEL ACADEMY SOUTH,4641 ROOSEVELT BLVD,19124,(215) 904-6254,,HIGH SCHOOL,9-12,209,1,CONTRACTED
-75.0738919997681,40.0197859999612,1638,126517286,8151,3409,MASTERY CHARTER @ SMEDLEY,MASTERY CHARTER SCHOOL AT SMEDLEY,1790 BRIDGE ST,19124,(215) 537-2523,,ELEMENTARY SCHOOL,K-6,757,2,CHARTER
-75.1667263269867,40.0332039453118,1639,126518118,3731,3427,MASTERY CHARTER @ WISTER,MASTERY CHARTER SCHOOL AT WISTER,67 E BRINGHURST ST,19144,(215) 951-4003,,ELEMENTARY SCHOOL,K-5,516,2,CHARTER
-75.1470141919082,39.9495269814117,1640,126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,MASTERY CHARTER SCHOOL AT LENFEST,35 S 4TH ST,19106,(215) 922-1902,,MIDDLE/HIGH,7-12,665,2,CHARTER
-75.0441782507204,40.0458371978444,1641,126515001,3766,8270,"(TEMPORARY) HOLME, THOMAS SCHOOL",(TEMPORARY) THOMAS HOLME SCHOOL,3001 RYAN AVE,19152,(215) 400-3130,,ELEMENTARY/MIDDLE,K-8,787,1,DISTRICT
-75.1693387175348,39.9885862474071,1642,126515001,3786,4270,"(TEMPORARY) DICK, WILLIAM SCHOOL",(TEMPORARY) WILLIAM DICK SCHOOL,2200 N 22ND ST,19132,(215) 400-7340,,ELEMENTARY/MIDDLE,K-8,343,1,DISTRICT
-75.1238727207174,40.0284859996728,1643,,,,PHILADELPHIA CONTINUATION ACADEMY,PHILADELPHIA CONTINUATION ACADEMY,100 W DUNCANNON AVE,19120,,,HIGH SCHOOL,9-12,25,1,DISTRICT
-75.1751743756385,40.071214298362,1644,126515001,7229,6460,HILL-FREEDMAN WORLD ACADEMY,HILL-FREEDMAN WORLD ACADEMY,1100 E MT PLEASANT AVE,19150,(215) 400-3530,,MIDDLE/HIGH,6-12,641,1,DISTRICT
-75.0091080508417,40.0549887736766,1645,126515001,3766,8270,"HOLME, THOMAS SCHOOL",THOMAS HOLME SCHOOL,9125 ACADEMY RD,19114,(215) 400-3130,,ELEMENTARY/MIDDLE,K-8,787,1,DISTRICT
-75.1022568901264,40.0084131233398,1646,126515001,3742,7300,"HOPKINSON, FRANCIS SCHOOL",FRANCIS HOPKINSON SCHOOL,4001 L ST,19124,(215) 400-3970,,ELEMENTARY/MIDDLE,K-8,572,1,DISTRICT
-75.194819995356,40.0591252651313,1647,126515001,3713,6260,"HOUSTON, HENRY H. SCHOOL",HENRY H. HOUSTON SCHOOL,7300 RURAL LN,19119,(215) 400-3490,,ELEMENTARY/MIDDLE,K-8,458,1,DISTRICT
-75.1422093713412,40.0413185655449,1648,126515001,3743,7320,"HOWE, JULIA WARD SCHOOL",JULIA W. HOWE SCHOOL,5800 N 13TH ST,19141,(215) 400-3650,,ELEMENTARY SCHOOL,K-5,229,1,DISTRICT
-75.1321278870912,39.9874083788568,1649,126515001,3693,5330,"HUNTER, WILLIAM H. SCHOOL",WILLIAM H. HUNTER SCHOOL,2400 N FRONT ST,19133,(215) 400-7110,,ELEMENTARY/MIDDLE,K-8,385,1,DISTRICT
-75.1634809995532,39.9346230003901,1650,126515001,3642,2510,"COPPIN, FANNY JACKSON SCHOOL
",FANNY JACKSON COPPIN SCHOOL,1213 S 12TH ST,19147,(215) 400-7970,,ELEMENTARY/MIDDLE,K-8,520,1,DISTRICT
-75.2033682853641,40.0747980046461,1651,126515001,3714,6270,JENKS ACADEMY ARTS & SCIENCES,JENKS ACADEMY FOR ARTS AND SCIENCES,8301 GERMANTOWN AVE,19118,(215) 400-3360,,ELEMENTARY/MIDDLE,K-8,395,1,DISTRICT
-75.1684423956487,39.918896183836,1652,126515001,7227,2520,"JENKS, ABRAM SCHOOL",ABRAM S. JENKS SCHOOL,2501 S 13TH ST,19148,(215) 400-8240,,ELEMENTARY SCHOOL,K-5,278,1,DISTRICT
-75.1111912204608,40.0123816973542,1653,126515001,7963,7150,JUNIATA PARK ACADEMY,JUNIATA PARK ACADEMY,801 E HUNTING PARK AVE,19124,(215) 400-7010,,ELEMENTARY/MIDDLE,K-8,854,1,DISTRICT
-75.1481293493631,39.9638575296874,1654,126515001,3645,5480,"KEARNY, GEN. PHILIP SCHOOL",GENERAL PHILIP KEARNY SCHOOL,601 FAIRMOUNT AVE,19123,(215) 400-7590,,ELEMENTARY/MIDDLE,K-8,190,1,DISTRICT
-75.1803268894624,39.9803917298931,1655,126515001,3626,4560,"KELLEY, WILLIAM D. SCHOOL",WILLIAM D. KELLEY SCHOOL,1601 N 28TH ST,19121,(215) 400-7370,,ELEMENTARY/MIDDLE,K-8,202,1,DISTRICT
-75.0360212258082,40.0345482370967,1656,126515001,3764,8250,"FORREST, EDWIN SCHOOL",EDWIN FORREST SCHOOL,7300 COTTAGE ST,19136,(215) 400-3330,,ELEMENTARY SCHOOL,K-5,809,1,DISTRICT
-75.0807943215056,40.0748566048441,1657,126515001,3765,8260,FOX CHASE SCHOOL,FOX CHASE SCHOOL,500 RHAWN ST,19111,(215) 400-3170,,ELEMENTARY SCHOOL,K-5,507,1,DISTRICT
-75.1407362876249,39.9971779155139,1658,126515001,5121,5390,POTTER-THOMAS SCHOOL,POTTER-THOMAS SCHOOL,3001 N 6TH ST,19133,(215) 400-7120,,ELEMENTARY/MIDDLE,K-8,326,1,DISTRICT
-75.0518885779514,40.0170245218547,1659,,,3404,TACONY ACADEMY CHARTER SCHOOL,TACONY ACADEMY CHARTER SCHOOL (HIGH SCHOOL),6201 KEYSTONE ST,19135,(215) 515-5900,O,HIGH SCHOOL,9-12,,2,CHARTER
-75.1476796206116,40.0517474803904,1660,126515001,3835,7130,"WAGNER, GEN. LOUIS MIDDLE SCH.",GENERAL LOUIS WAGNER SCHOOL,1701 CHELTEN AVE,19126,(215) 400-3560,,MIDDLE SCHOOL,6-8,297,1,DISTRICT
-75.1676263866839,39.964900259644,1661,126515001,7225,2490,"WARING, LAURA W. SCHOOL",LAURA W. WARING SCHOOL,1801 GREEN ST,19130,(215) 400-7560,,ELEMENTARY/MIDDLE,K-8,196,1,DISTRICT
-75.0264438820433,40.1061889021234,1662,126515001,6527,8030,"WASHINGTON, GEORGE HIGH SCHOOL",GEORGE WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,19116,(215) 400-3100,,HIGH SCHOOL,9-12,1763,1,DISTRICT
-75.1179690005233,40.0354790003559,1663,126515001,7663,7370,"WASHINGTON, GROVER JR. MIDDLE","GROVER WASHINGTON, JR. SCHOOL",201 E OLNEY AVE,19120,(215) 400-3820,,MIDDLE SCHOOL,5-8,399,1,DISTRICT
-75.2112653918662,39.9662168226181,1664,126515001,3615,1420,"WASHINGTON, MARTHA SCHOOL",MARTHA WASHINGTON SCHOOL,766 N 44TH ST,19104,(215) 400-7770,,ELEMENTARY/MIDDLE,K-8,205,1,DISTRICT
-75.105501848456,39.9961930431299,1665,126515001,5124,5590,"WEBSTER, JOHN H. SCHOOL",JOHN H. WEBSTER SCHOOL,3400 FRANKFORD AVE,19134,(215) 400-7170,,ELEMENTARY SCHOOL,K-5,477,1,DISTRICT
-75.1393219482426,39.9865005115558,1666,126515001,3703,5420,"WELSH, JOHN SCHOOL",JOHN WELSH SCHOOL,2331 N 4TH ST,19133,(215) 400-7130,,ELEMENTARY/MIDDLE,K-8,186,1,DISTRICT
-75.2196540004072,39.9581100002233,1667,126515001,3860,1020,WEST PHILADELPHIA HIGH SCHOOL,WEST PHILADELPHIA HIGH SCHOOL,4901 CHESTNUT ST,19139,(215) 400-7900,,HIGH SCHOOL,9-12,719,1,DISTRICT
-75.006095209719,40.1136478425272,1668,126513150,7574,3328,"MATH, SCIENCE AND TECHNOLOGY","MATHEMATICS, SCIENCE, AND TECHNOLOGY COMMUNITY CHARTER SCHOOL (MAST)",1800 BYBERRY RD,19116,(267) 348-1100,,ELEMENTARY/MIDDLE/HIGH,K-12,1503,2,CHARTER
-75.1715396089747,40.0726316215339,1669,,,,,AD PRIMA CHARTER SCHOOL,8034 THOURON AVE,19150,(215) 488-7095,,ELEMENTARY/MIDDLE,K-8,,2,CHARTER
